513610.9924,2637722.3030,0:445752.639,2637779.409,-54.9844
489473.9221,2577323.5242,0:421333.180,2577488.550,-55.1055
527127.7482,2512293.5307,0:458693.936,2512283.678,-52.5115
622324.3450,2541817.5347,0:554018.693,2541376.729,-48.8907
576753.5596,2572306.3720,0:508591.299,2572070.542,-51.3124
565747.0594,2591410.1409,0:497673.258,2591224.079,-52.0718
543540.9521,2621898.9816,0:475609.207,2621815.490,-53.4760
540451.4111,2577323.5242,0:472313.118,2577254.248,-52.9395
