513671.082,2637663.270,-5.0118:445752.639,2637779.409,-54.9844
489533.895,2577263.222,-5.1317:421333.180,2577488.550,-55.1055
527188.804,2512232.240,-2.5365:458693.936,2512283.678,-52.5115
622386.965,2541757.336,1.08380:554018.693,2541376.729,-48.8907
576815.180,2572246.471,-1.3385:508591.299,2572070.542,-51.3124
565808.372,2591350.530,-2.0983:497673.258,2591224.079,-52.0718
543601.687,2621839.814,-3.5031:475609.207,2621815.490,-53.4760
540512.335,2577263.512,-2.9657:472313.118,2577254.248,-52.9395
